dataset,lr,max_depth,n_estimators,metric,mean,std
diamond,0.01,3,100,r2,0.7905474084824439,0.0019301578460725309
diamond,0.01,3,100,mse,0.2149941095794615,0.004912440440360643
diamond,0.01,3,500,r2,0.9417358885219078,0.0019582443628082934
diamond,0.01,3,500,mse,0.059791061141983196,0.0019534818674059695
diamond,0.01,3,1000,r2,0.9437002614866955,0.002011067160917917
diamond,0.01,3,1000,mse,0.05777195381808338,0.001918100591785992
diamond,0.01,5,50,r2,0.5826080706547166,0.0017950827755739878
diamond,0.01,5,50,mse,0.4284248223965954,0.008643270377723843
diamond,0.01,5,100,r2,0.8025536597132733,0.002008660127856681
diamond,0.01,5,100,mse,0.20266375288478367,0.00442270807754172
diamond,0.01,5,500,r2,0.942983759186941,0.002023047728467287
diamond,0.01,5,500,mse,0.05850718019105925,0.0019272686869704152
diamond,0.01,5,1000,r2,0.9445996034427419,0.002047722413739691
diamond,0.01,5,1000,mse,0.056846740508083526,0.001895856343795245
diamond,0.01,10,50,r2,0.5892514735336751,0.0020744833766336845
diamond,0.01,10,50,mse,0.42160273418115857,0.008431494811042502
diamond,0.01,10,100,r2,0.8091454552766004,0.002195878368277793
diamond,0.01,10,100,mse,0.19589665440252538,0.0043563584276942536
diamond,0.01,10,500,r2,0.9441985055900217,0.0019327973041555193
diamond,0.01,10,500,mse,0.05726012886450206,0.0018171430654504675
diamond,0.01,10,1000,r2,0.9457172918742088,0.0019371253475559355
diamond,0.01,10,1000,mse,0.05570041324545747,0.0017956215008426096
diamond,0.1,3,50,r2,0.9414810042261943,0.0020002710432706636
diamond,0.1,3,50,mse,0.06005365527355756,0.002026672927535239
diamond,0.1,3,100,r2,0.9432968333771313,0.0020439257847769954
diamond,0.1,3,100,mse,0.05818619980422263,0.001959350924852926
diamond,0.1,3,500,r2,0.9459185267751293,0.0020459059109451507
diamond,0.1,3,500,mse,0.055492267478944,0.0018727149601383598
diamond,0.1,3,1000,r2,0.9465351789537184,0.002041783206532466
diamond,0.1,3,1000,mse,0.054859018101744025,0.0018582091434967867
diamond,0.1,5,50,r2,0.9426376242520778,0.0021213964254186367
diamond,0.1,5,50,mse,0.05886174809891859,0.0020149273971281057
diamond,0.1,5,100,r2,0.9443159849674071,0.002121105190616787
diamond,0.1,5,100,mse,0.05713699509453827,0.0019545859150794055
diamond,0.1,5,500,r2,0.9467561154268076,0.0019615993723021445
diamond,0.1,5,500,mse,0.054632690593614155,0.0017791844404801466
diamond,0.1,5,1000,r2,0.9471342626556194,0.0019689831886179573
diamond,0.1,5,1000,mse,0.05424475680661421,0.0017934610403133073
diamond,0.1,10,50,r2,0.9439089684243248,0.0019529840077148893
diamond,0.1,10,50,mse,0.057557368459660196,0.0018433707144433075
diamond,0.1,10,100,r2,0.9454602304696256,0.0019120540977091793
diamond,0.1,10,100,mse,0.05596388001992837,0.001756715994098964
diamond,0.1,10,500,r2,0.947213558977291,0.001825943627161296
diamond,0.1,10,500,mse,0.05416371155118159,0.0016360539526537577
diamond,0.1,10,1000,r2,0.9471556158928081,0.0018198374674012387
diamond,0.1,10,1000,mse,0.05422232870138512,0.0016024399981509417
diamond,0.3,3,50,r2,0.9431706127165926,0.002069324589338423
diamond,0.3,3,50,mse,0.05831395303251987,0.0019358173253046125
diamond,0.3,3,100,r2,0.9449976786323901,0.0019274052357493025
diamond,0.3,3,100,mse,0.05643952932568232,0.0018011257409188978
diamond,0.3,3,500,r2,0.9466058878655703,0.0020455821986044703
diamond,0.3,3,500,mse,0.0547854745698908,0.0018338001554390768
diamond,0.3,3,1000,r2,0.9466671167105046,0.0021435685488342586
diamond,0.3,3,1000,mse,0.05471971485584108,0.00186404094545463
diamond,0.3,5,50,r2,0.9446029828567957,0.0019037104195369847
diamond,0.3,5,50,mse,0.0568450630955978,0.001791879316754789
diamond,0.3,5,100,r2,0.9459689501910585,0.0018748063261851322
diamond,0.3,5,100,mse,0.0554422278390808,0.0017314466429249069
diamond,0.3,5,500,r2,0.946771503415302,0.00192126436938688
diamond,0.3,5,500,mse,0.05461525304046564,0.0016791874205589767
diamond,0.3,5,1000,r2,0.9465190481635167,0.0019514546461522942
diamond,0.3,5,1000,mse,0.054874655831309335,0.0017225071437552066
diamond,0.3,10,50,r2,0.945736689316971,0.0018494015869461313
diamond,0.3,10,50,mse,0.05568081124148664,0.0017047234553785695
diamond,0.3,10,100,r2,0.9465936015005069,0.0018311234977572428
diamond,0.3,10,100,mse,0.054801621734840086,0.001695779685820201
diamond,0.3,10,500,r2,0.9459309659672197,0.0017394409397919466
diamond,0.3,10,500,mse,0.055482328294487814,0.001611467922266675
diamond,0.3,10,1000,r2,0.944521197589663,0.0017898069857894383
diamond,0.3,10,1000,mse,0.056930315951246646,0.0017054958345372306
isolet,0.001,3,50,r2,0.026733473298733525,0.0020687308696462382
isolet,0.001,3,50,mse,54.80345593480299,1.496013427807349
isolet,0.001,3,100,r2,0.05282742163952499,0.0024544209764179284
isolet,0.001,3,100,mse,53.333133892007616,1.4207579819746678
isolet,0.001,3,500,r2,0.20907039282107914,0.007765269880185523
isolet,0.001,3,500,mse,44.52838721599183,0.9789054253604902
isolet,0.001,3,1000,r2,0.3288776121946634,0.011723635588993033
isolet,0.001,3,1000,mse,37.7771186449959,0.7224738655458731
isolet,0.001,5,50,r2,0.034065139973112404,0.0020516746222863894
isolet,0.001,5,50,mse,54.39073134226385,1.4892160724076906
isolet,0.001,5,100,r2,0.06737026310905866,0.0023223319217929904
isolet,0.001,5,100,mse,52.51449269864692,1.4075732175876803
isolet,0.001,5,500,r2,0.26329132832310526,0.007935879299101061
isolet,0.001,5,500,mse,41.474514180496215,0.8715602208573406
isolet,0.001,5,1000,r2,0.40984679526937695,0.013106385429248057
isolet,0.001,5,1000,mse,33.21594516609415,0.6170981960372309
isolet,0.001,10,50,r2,0.04119769742481675,0.002366951301930582
isolet,0.001,10,50,mse,53.989041470806455,1.4777407048238325
isolet,0.001,10,100,r2,0.0813020634480811,0.0028290229072018853
isolet,0.001,10,100,mse,51.73007280707518,1.3922606001254183
isolet,0.001,10,500,r2,0.3228486034249227,0.008791798538143703
isolet,0.001,10,500,mse,38.120703046790645,0.806829551948279
isolet,0.001,10,1000,r2,0.49792085241128314,0.014404544999085488
isolet,0.001,10,1000,mse,28.255169124190605,0.5751052800781793
isolet,0.01,3,50,r2,0.2094519651150933,0.008430481482617833
isolet,0.01,3,50,mse,44.506304227362406,0.9699652447345655
isolet,0.01,3,100,r2,0.32944825464718025,0.012698750776265526
isolet,0.01,3,100,mse,37.744064864800265,0.7282898230046735
isolet,0.01,3,500,r2,0.6143019829304042,0.026722061768193358
isolet,0.01,3,500,mse,21.68876359679104,1.1710011038757817
isolet,0.01,3,1000,r2,0.7013734738252573,0.029839816007080654
isolet,0.01,3,1000,mse,16.779819932267372,1.3703270731903576
isolet,0.01,5,50,r2,0.26505601421559766,0.007899110369464474
isolet,0.01,5,50,mse,41.37475745659653,0.8489039866414989
isolet,0.01,5,100,r2,0.4127456407553628,0.013719862535261869
isolet,0.01,5,100,mse,33.05174471690291,0.60238392463684
isolet,0.01,5,500,r2,0.7047081549212277,0.02702546468187962
isolet,0.01,5,500,mse,16.59630081362006,1.222159318122305
isolet,0.01,5,1000,r2,0.7671257659156,0.028084382874013374
isolet,0.01,5,1000,mse,13.07899391094426,1.323956806474576
isolet,0.01,10,50,r2,0.3226201849997431,0.009077634706879334
isolet,0.01,10,50,mse,38.13415394909997,0.843185817629533
dataset,lr,max_depth,n_estimators,metric,mean,std
isolet,0.001,3,50,r2,0.026733473298733525,0.0020687308696462382
isolet,0.001,3,50,mse,54.80345593480299,1.496013427807349
isolet,0.001,3,100,r2,0.05282742163952499,0.0024544209764179284
isolet,0.001,3,100,mse,53.333133892007616,1.4207579819746678
isolet,0.001,3,500,r2,0.20907039282107914,0.007765269880185523
isolet,0.001,3,500,mse,44.52838721599183,0.9789054253604902
isolet,0.001,3,1000,r2,0.3288776121946634,0.011723635588993033
isolet,0.001,3,1000,mse,37.7771186449959,0.7224738655458731
isolet,0.001,5,50,r2,0.034065139973112404,0.0020516746222863894
isolet,0.001,5,50,mse,54.39073134226385,1.4892160724076906
isolet,0.001,5,100,r2,0.06737026310905866,0.0023223319217929904
isolet,0.001,5,100,mse,52.51449269864692,1.4075732175876803
isolet,0.001,5,500,r2,0.26329132832310526,0.007935879299101061
isolet,0.001,5,500,mse,41.474514180496215,0.8715602208573406
isolet,0.001,5,1000,r2,0.40984679526937695,0.013106385429248057
isolet,0.001,5,1000,mse,33.21594516609415,0.6170981960372309
isolet,0.001,10,50,r2,0.04119769742481675,0.002366951301930582
isolet,0.001,10,50,mse,53.989041470806455,1.4777407048238325
isolet,0.001,10,100,r2,0.0813020634480811,0.0028290229072018853
isolet,0.001,10,100,mse,51.73007280707518,1.3922606001254183
isolet,0.001,10,500,r2,0.3228486034249227,0.008791798538143703
isolet,0.001,10,500,mse,38.120703046790645,0.806829551948279
isolet,0.001,10,1000,r2,0.49792085241128314,0.014404544999085488
isolet,0.001,10,1000,mse,28.255169124190605,0.5751052800781793
isolet,0.01,3,50,r2,0.2094519651150933,0.008430481482617833
isolet,0.01,3,50,mse,44.506304227362406,0.9699652447345655
isolet,0.01,3,100,r2,0.32944825464718025,0.012698750776265526
isolet,0.01,3,100,mse,37.744064864800265,0.7282898230046735
isolet,0.01,3,500,r2,0.6143019829304042,0.026722061768193358
isolet,0.01,3,500,mse,21.68876359679104,1.1710011038757817
isolet,0.01,3,1000,r2,0.7013734738252573,0.029839816007080654
isolet,0.01,3,1000,mse,16.779819932267372,1.3703270731903576
isolet,0.01,5,50,r2,0.26505601421559766,0.007899110369464474
isolet,0.01,5,50,mse,41.37475745659653,0.8489039866414989
isolet,0.01,5,100,r2,0.4127456407553628,0.013719862535261869
isolet,0.01,5,100,mse,33.05174471690291,0.60238392463684
isolet,0.01,5,500,r2,0.7047081549212277,0.02702546468187962
isolet,0.01,5,500,mse,16.59630081362006,1.222159318122305
isolet,0.01,5,1000,r2,0.7671257659156,0.028084382874013374
isolet,0.01,5,1000,mse,13.07899391094426,1.323956806474576
isolet,0.01,10,50,r2,0.3226201849997431,0.009077634706879334
isolet,0.01,10,50,mse,38.13415394909997,0.843185817629533
isolet,0.01,10,100,r2,0.4981206108122322,0.015235758261147129
isolet,0.01,10,100,mse,28.243481326072914,0.6218942732955632
isolet,0.01,10,500,r2,0.7747382407439062,0.0257070321371452
isolet,0.01,10,500,mse,12.653259962961638,1.1969488899473055
isolet,0.01,10,1000,r2,0.8115150516564045,0.025350114632330667
isolet,0.01,10,1000,mse,10.582951173285888,1.219746532481812
isolet,0.1,3,50,r2,0.6153120840230221,0.027064048926018627
isolet,0.1,3,50,mse,21.63357103522213,1.2284089337483226
isolet,0.1,3,100,r2,0.6985924457885337,0.02738572312856478
isolet,0.1,3,100,mse,16.941143762256264,1.2622342064693939
isolet,0.1,3,500,r2,0.7942091641991215,0.02372295100569034
isolet,0.1,3,500,mse,11.558344825251918,1.1115897569662248
isolet,0.1,3,1000,r2,0.8118138511981053,0.02221032826955285
isolet,0.1,3,1000,mse,10.569073504868248,1.0491448395523024
isolet,0.1,5,50,r2,0.7039941300957762,0.029559994576349228
isolet,0.1,5,50,mse,16.63514736932644,1.383691194035049
isolet,0.1,5,100,r2,0.7634564502595322,0.029781809944924284
isolet,0.1,5,100,mse,13.282678214816121,1.408862628050141
isolet,0.1,5,500,r2,0.8248792140386234,0.025701348204909494
isolet,0.1,5,500,mse,9.82689355924097,1.229894757388302
isolet,0.1,5,1000,r2,0.8334761874335641,0.02463932906904445
isolet,0.1,5,1000,mse,9.344996751077344,1.1889267856387375
isolet,0.1,10,50,r2,0.7641950011601674,0.027390179311988273
isolet,0.1,10,50,mse,13.243981501221029,1.2631129594657102
isolet,0.1,10,100,r2,0.7989688422156052,0.02803089959510164
isolet,0.1,10,100,mse,11.285304932203355,1.3431055806004166
isolet,0.1,10,500,r2,0.8242600099295364,0.02607843219092347
isolet,0.1,10,500,mse,9.864698878131083,1.2752671050959714
