dataset,lr,max_depth,n_estimators,metric,mean,std
house_16H,0.001,5,1000,r2,0.34679362954730675,0.040390691809654995
house_16H,0.001,5,1000,mse,0.5121203890570276,0.1226240380132885
house_16H,0.001,10,50,r2,0.036145394815848976,0.004849311427417925
house_16H,0.001,10,50,mse,0.7495502378976198,0.1430100118032061
house_16H,0.001,10,100,r2,0.07009285588426215,0.009226730670705736
house_16H,0.001,10,100,mse,0.7237755479816043,0.14180970553702418
house_16H,0.001,10,500,r2,0.2605249202017784,0.033789392465247675
house_16H,0.001,10,500,mse,0.5791075077501545,0.1346333514656313
house_16H,0.001,10,1000,r2,0.3802949286122579,0.046228554352760416
house_16H,0.001,10,1000,mse,0.4875619522188595,0.12666623083738687
house_16H,0.01,3,50,r2,0.19776453111081682,0.027498454264938643
house_16H,0.01,3,50,mse,0.6268942478246371,0.1375086296023748
house_16H,0.01,3,100,r2,0.3041101758114527,0.03903331092559111
house_16H,0.01,3,100,mse,0.5456208628400668,0.1305633203751961
house_16H,0.01,3,500,r2,0.4812391214098028,0.04672791398326259
house_16H,0.01,3,500,mse,0.4066013118740348,0.09869180544376778
house_16H,0.01,3,1000,r2,0.5139155766118515,0.05207017014760982
house_16H,0.01,3,1000,mse,0.38046047615135054,0.09162690807680109
house_16H,0.01,5,50,r2,0.23548810444698792,0.029159203497804407
house_16H,0.01,5,50,mse,0.597471783903136,0.131416652293939
house_16H,0.01,5,100,r2,0.34727683696979655,0.03960618012917994
house_16H,0.01,5,100,mse,0.5116829411926767,0.1221604106977036
house_16H,0.01,5,500,r2,0.5093170399460168,0.05010683851377156
house_16H,0.01,5,500,mse,0.38447044639354744,0.09386043052321451
house_16H,0.01,5,1000,r2,0.5378213383608308,0.054690430998252354
house_16H,0.01,5,1000,mse,0.36163652297875093,0.08789250860828302
house_16H,0.01,10,50,r2,0.26001197054830133,0.03332579950677987
house_16H,0.01,10,50,mse,0.5793993251113245,0.13402935968081037
house_16H,0.01,10,100,r2,0.3802101458973889,0.046120351591204506
house_16H,0.01,10,100,mse,0.4875481606730726,0.12614267888125386
house_16H,0.01,10,500,r2,0.5341972366084321,0.05663934310201301
house_16H,0.01,10,500,mse,0.3672069124954693,0.10168816792859521
house_16H,0.01,10,1000,r2,0.5566833897625278,0.062060918494900336
house_16H,0.01,10,1000,mse,0.3496255150653914,0.09925681014586155
house_16H,0.1,3,50,r2,0.4804581496504895,0.04351907082754676
house_16H,0.1,3,50,mse,0.407113794379807,0.09739205523321424
house_16H,0.1,3,100,r2,0.513107554825236,0.05345215466029983
house_16H,0.1,3,100,mse,0.38111025122123043,0.09223276226310702
house_16H,0.1,3,500,r2,0.5349177305589248,0.06049669858452193
house_16H,0.1,3,500,mse,0.3636553808278161,0.08842407195280572
house_16H,0.1,3,1000,r2,0.5407450926302279,0.05779835969153568
house_16H,0.1,3,1000,mse,0.3593654354378528,0.08799345255071217
house_16H,0.1,5,50,r2,0.5115734984057775,0.04921244909504552
house_16H,0.1,5,50,mse,0.3825843526935594,0.09268323991855962
house_16H,0.1,5,100,r2,0.5359473796556162,0.053735083849939524
house_16H,0.1,5,100,mse,0.3631791343473019,0.08811918803338464
house_16H,0.1,5,500,r2,0.5579797083951638,0.06158091731854755
house_16H,0.1,5,500,mse,0.3447656963040283,0.0812368172818602
house_16H,0.1,5,1000,r2,0.5631296979372443,0.06277186066659507
house_16H,0.1,5,1000,mse,0.34121078614850864,0.08282444840091316
house_16H,0.1,10,50,r2,0.526118395254051,0.05453421475188817
house_16H,0.1,10,50,mse,0.3731919878814077,0.10091928518198966
house_16H,0.1,10,100,r2,0.5431943601349405,0.05831484878151495
house_16H,0.1,10,100,mse,0.3598403247677118,0.09910880574650804
house_16H,0.1,10,500,r2,0.5594810032526996,0.06541340930723902
house_16H,0.1,10,500,mse,0.3471950306500097,0.09879189180407064
house_16H,0.1,10,1000,r2,0.558383700579973,0.065768358351191
house_16H,0.1,10,1000,mse,0.34807894384433974,0.09920272561489706
house_16H,0.3,3,50,r2,0.5166716001461674,0.05932369124221167
house_16H,0.3,3,50,mse,0.37760576350181796,0.09026914210049691
house_16H,0.3,3,100,r2,0.5298770798834354,0.06291412243598034
house_16H,0.3,3,100,mse,0.36711633020249035,0.08788883339416098
house_16H,0.3,3,500,r2,0.5421699710444133,0.06008851883505996
house_16H,0.3,3,500,mse,0.3567416919393584,0.08168181502118417
house_16H,0.3,3,1000,r2,0.5420905251784038,0.06257227690980882
house_16H,0.3,3,1000,mse,0.3565276891119134,0.08139385957023364
house_16H,0.3,5,50,r2,0.525322521609693,0.05743712874593578
house_16H,0.3,5,50,mse,0.37081761194037793,0.08669336147811901
house_16H,0.3,5,100,r2,0.5346056742481231,0.061435464255995394
house_16H,0.3,5,100,mse,0.3638882347649977,0.0884651427392249
house_16H,0.3,5,500,r2,0.5459287046572499,0.06099796477384974
house_16H,0.3,5,500,mse,0.3552326814049446,0.08734871307093975
house_16H,0.3,5,1000,r2,0.5422918452889248,0.06064311534332545
house_16H,0.3,5,1000,mse,0.35800009369111085,0.08752212246136469
house_16H,0.3,10,50,r2,0.5385130144390878,0.06721399153022589
house_16H,0.3,10,50,mse,0.3635146301780244,0.10232623017971
house_16H,0.3,10,100,r2,0.5434029802387752,0.07268758129226263
house_16H,0.3,10,100,mse,0.3600580408006724,0.1049217659119993
house_16H,0.3,10,500,r2,0.5403564554725945,0.07393988711299401
house_16H,0.3,10,500,mse,0.36248653419599225,0.10591707663975249
house_16H,0.3,10,1000,r2,0.5390593217878072,0.07389502860282135
house_16H,0.3,10,1000,mse,0.36346771934540917,0.10597158247168602
Bike_Sharing_Demand,0.001,3,50,r2,0.04419427397314829,0.0006405207984143678
Bike_Sharing_Demand,0.001,3,50,mse,31552.200173826852,1204.8237432357648
Bike_Sharing_Demand,0.001,3,100,r2,0.08446512640948181,0.0012425064782128502
Bike_Sharing_Demand,0.001,3,100,mse,30222.970384541462,1158.4783878084415
Bike_Sharing_Demand,0.001,3,500,r2,0.3004785001883591,0.004347859705089814
Bike_Sharing_Demand,0.001,3,500,mse,23091.31897919772,874.2463383169295
Bike_Sharing_Demand,0.001,3,1000,r2,0.42419551131823363,0.005578501350520165
Bike_Sharing_Demand,0.001,3,1000,mse,19005.368280022645,678.1700671231712
Bike_Sharing_Demand,0.001,5,50,r2,0.05120613858839662,0.0006562729918243975
Bike_Sharing_Demand,0.001,5,50,mse,31320.06077245163,1178.263538763369
Bike_Sharing_Demand,0.001,5,100,r2,0.09807808638916352,0.0012560248200342223
Bike_Sharing_Demand,0.001,5,100,mse,29772.36636053182,1108.7707459094559
Bike_Sharing_Demand,0.001,5,500,r2,0.3541439772582823,0.0048067012458785485
Bike_Sharing_Demand,0.001,5,500,mse,21316.083591823764,707.577056329982
Bike_Sharing_Demand,0.001,5,1000,r2,0.5012954646837051,0.00739863781248753
Bike_Sharing_Demand,0.001,5,1000,mse,16455.894521542865,475.6158613755147
Bike_Sharing_Demand,0.001,10,50,r2,0.055962932614005215,0.0006428240939148084
Bike_Sharing_Demand,0.001,10,50,mse,31163.120456308134,1174.7414709035577
Bike_Sharing_Demand,0.001,10,100,r2,0.10718697520953471,0.0012692725711005819
Bike_Sharing_Demand,0.001,10,100,mse,29471.789355249493,1100.8971161567185
Bike_Sharing_Demand,0.001,10,500,r2,0.3862030148394391,0.0046850298921883565
Bike_Sharing_Demand,0.001,10,500,mse,20259.50296630872,718.9690373861478
Bike_Sharing_Demand,0.001,10,1000,r2,0.5471649153167862,0.0075394404134743204
Bike_Sharing_Demand,0.001,10,1000,mse,14943.947551477686,498.86157388152725
Bike_Sharing_Demand,0.01,3,50,r2,0.30112831736873585,0.004392700869033475
Bike_Sharing_Demand,0.01,3,50,mse,23069.89753863725,874.189198780762
Bike_Sharing_Demand,0.01,3,100,r2,0.42444811364394114,0.005731244431776291
Bike_Sharing_Demand,0.01,3,100,mse,18996.48160503344,663.548386519285
Bike_Sharing_Demand,0.01,3,500,r2,0.6321539293803342,0.012522866858723983
Bike_Sharing_Demand,0.01,3,500,mse,12130.900465122717,299.21822634272144
Bike_Sharing_Demand,0.01,3,1000,r2,0.6675991139346681,0.013096824007705062
Bike_Sharing_Demand,0.01,3,1000,mse,10962.50508290792,360.8171904891682
Bike_Sharing_Demand,0.01,5,50,r2,0.3542026343136614,0.00496593284350589
Bike_Sharing_Demand,0.01,5,50,mse,21314.404195342468,716.6703100576599
Bike_Sharing_Demand,0.01,5,100,r2,0.5008446397116201,0.007775783849287379
Bike_Sharing_Demand,0.01,5,100,mse,16470.26391277863,464.6574446054572
Bike_Sharing_Demand,0.01,5,500,r2,0.6689512787218064,0.013113523461816438
Bike_Sharing_Demand,0.01,5,500,mse,10918.130260619471,369.15926596060416
Bike_Sharing_Demand,0.01,5,1000,r2,0.6883870763638286,0.014060605014605716
Bike_Sharing_Demand,0.01,5,1000,mse,10276.900805575098,406.59298713074907
Bike_Sharing_Demand,0.01,10,50,r2,0.3878062608600451,0.005005598500667462
Bike_Sharing_Demand,0.01,10,50,mse,20206.28202230491,711.0352978475055
Bike_Sharing_Demand,0.01,10,100,r2,0.5486158884150282,0.008455155487063716
Bike_Sharing_Demand,0.01,10,100,mse,14895.199650170965,487.44223097919263
Bike_Sharing_Demand,0.01,10,500,r2,0.6958487302524511,0.01282241135309936
Bike_Sharing_Demand,0.01,10,500,mse,10032.334123055096,403.86287691445244
Bike_Sharing_Demand,0.01,10,1000,r2,0.7078284942437805,0.013159137215168372
Bike_Sharing_Demand,0.01,10,1000,mse,9636.55805298653,403.36935375990004
Bike_Sharing_Demand,0.1,3,50,r2,0.6324344576447424,0.012487534524646352
Bike_Sharing_Demand,0.1,3,50,mse,12120.926313645834,267.6012553165009
Bike_Sharing_Demand,0.1,3,100,r2,0.6675801681574944,0.012263511253284344
Bike_Sharing_Demand,0.1,3,100,mse,10963.541828460775,342.6747151059243
Bike_Sharing_Demand,0.1,3,500,r2,0.6984836222323685,0.013420611206367743
Bike_Sharing_Demand,0.1,3,500,mse,9944.535846541694,403.91618474461126
Bike_Sharing_Demand,0.1,3,1000,r2,0.7033041671832394,0.013979880825196158
Bike_Sharing_Demand,0.1,3,1000,mse,9784.33686061806,396.7798785034469
Bike_Sharing_Demand,0.1,5,50,r2,0.6697145100711296,0.013157337763861821
Bike_Sharing_Demand,0.1,5,50,mse,10892.863309063196,369.22799146083594
Bike_Sharing_Demand,0.1,5,100,r2,0.6882331044955817,0.014625782570327346
Bike_Sharing_Demand,0.1,5,100,mse,10281.7808780573,424.0415663508389
Bike_Sharing_Demand,0.1,5,500,r2,0.7068378174156885,0.015072797429333882
Bike_Sharing_Demand,0.1,5,500,mse,9667.32215948842,429.39417899996334
Bike_Sharing_Demand,0.1,5,1000,r2,0.7087317244915641,0.01444556231255894
Bike_Sharing_Demand,0.1,5,1000,mse,9604.101070524139,389.10681017818183
Bike_Sharing_Demand,0.1,10,50,r2,0.6954904103321897,0.012761116920786188
Bike_Sharing_Demand,0.1,10,50,mse,10045.247819047132,429.72058012233373
Bike_Sharing_Demand,0.1,10,100,r2,0.7070257662179135,0.013342496914858767
Bike_Sharing_Demand,0.1,10,100,mse,9663.25509060284,415.9792920668081
Bike_Sharing_Demand,0.1,10,500,r2,0.7138781166017227,0.012480494416459882
Bike_Sharing_Demand,0.1,10,500,mse,9436.102024328344,359.82051895930675
Bike_Sharing_Demand,0.1,10,1000,r2,0.7056466668343933,0.011968555265276824
Bike_Sharing_Demand,0.1,10,1000,mse,9708.266517224456,356.88880939947535
Bike_Sharing_Demand,0.3,3,50,r2,0.6782086764686088,0.013961233287101681
Bike_Sharing_Demand,0.3,3,50,mse,10613.036205316104,413.86244331481083
Bike_Sharing_Demand,0.3,3,100,r2,0.6911709295981836,0.013363525785593588
Bike_Sharing_Demand,0.3,3,100,mse,10186.180541045638,413.7922849109106
Bike_Sharing_Demand,0.3,3,500,r2,0.7038771325940238,0.014393839776083857
Bike_Sharing_Demand,0.3,3,500,mse,9765.531457916113,415.4584032546164
Bike_Sharing_Demand,0.3,3,1000,r2,0.703649504581054,0.013604505458324718
Bike_Sharing_Demand,0.3,3,1000,mse,9773.435657541599,396.3288698765838
Bike_Sharing_Demand,0.3,5,50,r2,0.6939385572526042,0.01318584494851066
Bike_Sharing_Demand,0.3,5,50,mse,10096.113435237065,436.0919912163713
Bike_Sharing_Demand,0.3,5,100,r2,0.7020117023881753,0.013696132175947994
Bike_Sharing_Demand,0.3,5,100,mse,9828.41751593995,422.1754438788106
Bike_Sharing_Demand,0.3,5,500,r2,0.7048247303188444,0.013833286009132539
Bike_Sharing_Demand,0.3,5,500,mse,9733.227550128655,370.02876911072514
Bike_Sharing_Demand,0.3,5,1000,r2,0.6993466129576902,0.014438602885326413
Bike_Sharing_Demand,0.3,5,1000,mse,9914.789662970497,413.6285900325887
Bike_Sharing_Demand,0.3,10,50,r2,0.7064988649826339,0.012841251963670629
Bike_Sharing_Demand,0.3,10,50,mse,9682.089072873376,434.43782914278296
Bike_Sharing_Demand,0.3,10,100,r2,0.7076927255415068,0.0125000659830592
Bike_Sharing_Demand,0.3,10,100,mse,9641.124555762624,387.9467072928741
Bike_Sharing_Demand,0.3,10,500,r2,0.6856648703433728,0.013111833919461531
Bike_Sharing_Demand,0.3,10,500,mse,10369.454817608366,447.1431650345812
Bike_Sharing_Demand,0.3,10,1000,r2,0.6701967123582782,0.013209130690193638
Bike_Sharing_Demand,0.3,10,1000,mse,10880.48336475818,467.37913199183174
house_sales,0.001,3,50,r2,0.05962193253785629,0.0014230783548305817
house_sales,0.001,3,50,mse,0.26149677602320404,0.009593880739468028
house_sales,0.001,3,100,r2,0.11419548905612475,0.0025434595302158388
house_sales,0.001,3,100,mse,0.2463300231201746,0.009306239289685238
house_sales,0.001,3,500,r2,0.41331511885847094,0.007257128256527395
house_sales,0.001,3,500,mse,0.16318755370157706,0.007424085224235203
house_sales,0.001,3,1000,r2,0.5929400822811928,0.00849237876460653
house_sales,0.001,3,1000,mse,0.11324015382089991,0.00582513805986839
house_sales,0.001,5,50,r2,0.06364905175134919,0.00129920890857379
house_sales,0.001,5,50,mse,0.2603755552700974,0.009513584705834273
house_sales,0.001,5,100,r2,0.12217124739894221,0.002244157868849596
house_sales,0.001,5,100,mse,0.24410898878060966,0.009132894008633471
house_sales,0.001,5,500,r2,0.4449904791106521,0.006762045237969121
house_sales,0.001,5,500,mse,0.15437218909563516,0.00690721516742624
house_sales,0.001,5,1000,r2,0.6398477474697646,0.007903355194417217
house_sales,0.001,5,1000,mse,0.10018868177433973,0.0051528336746787355
house_sales,0.001,10,50,r2,0.06835255873062082,0.0011807295667097708
house_sales,0.001,10,50,mse,0.25906630791235596,0.009427671638697727
house_sales,0.001,10,100,r2,0.1312301813189196,0.0021078558610963735
house_sales,0.001,10,100,mse,0.2415892557356683,0.009020943370424715
house_sales,0.001,10,500,r2,0.47975346068999025,0.006525310233555334
house_sales,0.001,10,500,mse,0.14470711415150997,0.006587938246714092
house_sales,0.001,10,1000,r2,0.6867917314440707,0.007257178392924099
house_sales,0.001,10,1000,mse,0.08713446224364822,0.004631765385071266
house_sales,0.01,3,50,r2,0.4141595428010012,0.007082436174356875
house_sales,0.01,3,50,mse,0.16295116804295914,0.007362595507645165
house_sales,0.01,3,100,r2,0.5938266992578132,0.008415396049693413
house_sales,0.01,3,100,mse,0.1129931619735793,0.0057957199820323265
house_sales,0.01,3,500,r2,0.8264493072524086,0.007329230609726217
house_sales,0.01,3,500,mse,0.04825946226675794,0.002665032923865774
house_sales,0.01,3,1000,r2,0.8565158426722078,0.006887492746232279
house_sales,0.01,3,1000,mse,0.03989396450225697,0.0022905967446564916
house_sales,0.01,5,50,r2,0.44583854852900345,0.006598175935402429
house_sales,0.01,5,50,mse,0.15413808131756274,0.006924732670054038
house_sales,0.01,5,100,r2,0.640910127753876,0.007750219265366316
house_sales,0.01,5,100,mse,0.09989337426351949,0.005127136226724161
house_sales,0.01,5,500,r2,0.8571549232309901,0.006427506981230544
house_sales,0.01,5,500,mse,0.03971680273771648,0.0021996153395140083
house_sales,0.01,5,1000,r2,0.8756981080135912,0.006343308694772366
house_sales,0.01,5,1000,mse,0.034556279098031314,0.001999416572446328
house_sales,0.01,10,50,r2,0.4816759964418228,0.0064266747221437305
house_sales,0.01,10,50,mse,0.14417152890581333,0.006534410262731766
house_sales,0.01,10,100,r2,0.6878636657443519,0.006972488697350528
house_sales,0.01,10,100,mse,0.08683490121701089,0.004556427993693337
house_sales,0.01,10,500,r2,0.876785721257858,0.005791076760443769
house_sales,0.01,10,500,mse,0.034260456014819404,0.0019858302928484417
house_sales,0.01,10,1000,r2,0.886739568782511,0.00583628858189491
house_sales,0.01,10,1000,mse,0.0314891332140337,0.001881293414440255
house_sales,0.1,3,50,r2,0.8275436155560415,0.006977174766512322
house_sales,0.1,3,50,mse,0.04795804481872943,0.002635351210173398
house_sales,0.1,3,100,r2,0.8566169797134515,0.006906361193580765
house_sales,0.1,3,100,mse,0.03986350078089582,0.00224946216493548
house_sales,0.1,3,500,r2,0.8840918908898457,0.0066087080117580715
house_sales,0.1,3,500,mse,0.03222201168783299,0.002008666920337893
house_sales,0.1,3,1000,r2,0.8887235383485811,0.007125400147467942
house_sales,0.1,3,1000,mse,0.03092975009027134,0.002053951425730683
house_sales,0.1,5,50,r2,0.857131104855903,0.006418633807003553
house_sales,0.1,5,50,mse,0.03972452993874739,0.002222378700792618
house_sales,0.1,5,100,r2,0.8740802977468715,0.00658897183430523
house_sales,0.1,5,100,mse,0.035006567885243485,0.0020689177765642807
house_sales,0.1,5,500,r2,0.8906606484566122,0.006911030827007331
house_sales,0.1,5,500,mse,0.030390806635857248,0.0019951591552240123
house_sales,0.1,5,1000,r2,0.8926303509664336,0.006803944368812058
house_sales,0.1,5,1000,mse,0.029846743454051517,0.0020141891835642467
house_sales,0.1,10,50,r2,0.8744307509633813,0.006085111960687003
house_sales,0.1,10,50,mse,0.03491609158620436,0.002079649331520823
house_sales,0.1,10,100,r2,0.8843110091019891,0.005821213910062892
house_sales,0.1,10,100,mse,0.03217032842434754,0.001992793068993817
house_sales,0.1,10,500,r2,0.8906991845222993,0.006566005446278749
house_sales,0.1,10,500,mse,0.03038985784676333,0.0020657741694865357
house_sales,0.1,10,1000,r2,0.8895465394400703,0.006892184700456629
house_sales,0.1,10,1000,mse,0.03071206635771037,0.0021784195937341318
house_sales,0.3,3,50,r2,0.863996458849787,0.006933331991364128
house_sales,0.3,3,50,mse,0.0378048451159998,0.0021029092379541074
house_sales,0.3,3,100,r2,0.8759442531950274,0.007098547952849643
house_sales,0.3,3,100,mse,0.03448452636957207,0.002123716846085652
house_sales,0.3,3,500,r2,0.8878147957030087,0.007602343420143631
house_sales,0.3,3,500,mse,0.03118642204350446,0.0022468454450669828
house_sales,0.3,3,1000,r2,0.8887652359040471,0.007818691756199371
house_sales,0.3,3,1000,mse,0.03091862612583484,0.0022529881246257715
house_sales,0.3,5,50,r2,0.8769069980746904,0.007575361670142902
house_sales,0.3,5,50,mse,0.034216086348272313,0.0022299567681664657
house_sales,0.3,5,100,r2,0.8831955147534696,0.007340569438741549
house_sales,0.3,5,100,mse,0.032471459748198116,0.0022037554053609644
house_sales,0.3,5,500,r2,0.8875729048756773,0.007267189097984844
house_sales,0.3,5,500,mse,0.031255936856792024,0.00219783077478302
house_sales,0.3,5,1000,r2,0.8853111984361908,0.007798784230258983
house_sales,0.3,5,1000,mse,0.03188618123256905,0.0023644249030005436
house_sales,0.3,10,50,r2,0.8835372089040643,0.005654502147687748
house_sales,0.3,10,50,mse,0.032380843357288816,0.0018786657806752912
house_sales,0.3,10,100,r2,0.8846192778131463,0.0057894081916690324
house_sales,0.3,10,100,mse,0.03207632626564173,0.0018334888550302635
house_sales,0.3,10,500,r2,0.8811385257211735,0.005732598711830148
house_sales,0.3,10,500,mse,0.03304255181997598,0.0018170889304301543
house_sales,0.3,10,1000,r2,0.8797007536243665,0.005627218095442155
house_sales,0.3,10,1000,mse,0.03344297430648051,0.0018106300322811074
sulfur,0.001,3,50,r2,0.057173526615723724,0.010951416899684945
sulfur,0.001,3,50,mse,0.0024778960680152977,0.0008265489627149237
sulfur,0.001,3,100,r2,0.11107684223589573,0.021470830372895607
sulfur,0.001,3,100,mse,0.002343127677046296,0.0008042360281454582
sulfur,0.001,3,500,r2,0.4065161662458124,0.07105407137170971
sulfur,0.001,3,500,mse,0.0015993585327356067,0.0006715384730377047
sulfur,0.001,3,1000,r2,0.581680496079216,0.08848910832809143
sulfur,0.001,3,1000,mse,0.0011509274271141985,0.0005701187231233189
sulfur,0.001,5,50,r2,0.05839582562931832,0.010899283409694933
sulfur,0.001,5,50,mse,0.0024748230468426566,0.0008260088715980334
sulfur,0.001,5,100,r2,0.11379565258212028,0.02078300357102999
sulfur,0.001,5,100,mse,0.002335989483605637,0.0008018753351647559
sulfur,0.001,5,500,r2,0.4192425788931076,0.06826512437945302
sulfur,0.001,5,500,mse,0.0015653009637289958,0.0006565261864867166
sulfur,0.001,5,1000,r2,0.6006493470836676,0.08535804158195842
sulfur,0.001,5,1000,mse,0.0011004598636922967,0.0005493658714939413
sulfur,0.001,10,50,r2,0.05488516424725105,0.008954412461592159
sulfur,0.001,10,50,mse,0.0024837159760466715,0.0008278785928493026
sulfur,0.001,10,100,r2,0.1069888387004608,0.01737349795078308
sulfur,0.001,10,100,mse,0.002353086697902579,0.0008048693394300188
sulfur,0.001,10,500,r2,0.40363332506276917,0.061853189321887506
sulfur,0.001,10,500,mse,0.0016066979077888738,0.0006698504881998846
sulfur,0.001,10,1000,r2,0.5953589553185143,0.0826609284639833
sulfur,0.001,10,1000,mse,0.0011175159008923268,0.0005639292114138802
sulfur,0.01,3,50,r2,0.4090781941970514,0.06971376378922475
sulfur,0.01,3,50,mse,0.0015917841873448273,0.000665781807415923
sulfur,0.01,3,100,r2,0.5836845982563286,0.08783575893247683
sulfur,0.01,3,100,mse,0.001145655125533458,0.0005677508849780159
sulfur,0.01,3,500,r2,0.7623487304508327,0.08048407236587475
sulfur,0.01,3,500,mse,0.0006585431297255317,0.00037472221322813
sulfur,0.01,3,1000,r2,0.7790244821140021,0.07934313088066046
sulfur,0.01,3,1000,mse,0.0006086175430995187,0.00035556383438236624
sulfur,0.01,5,50,r2,0.419054865505307,0.07011461782492417
sulfur,0.01,5,50,mse,0.0015670781083297395,0.0006623284369387676
sulfur,0.01,5,100,r2,0.6013286929067959,0.0876023972286159
sulfur,0.01,5,100,mse,0.0011005094895899944,0.0005567947595168872
sulfur,0.01,5,500,r2,0.7843821386974134,0.07597207702534452
sulfur,0.01,5,500,mse,0.0005931233620475125,0.0003465668806520433
sulfur,0.01,5,1000,r2,0.805365542307117,0.0684969576683122
sulfur,0.01,5,1000,mse,0.0005300254796949781,0.0003072546259492193
sulfur,0.01,10,50,r2,0.4061306356318182,0.06168884812824498
sulfur,0.01,10,50,mse,0.001600166150778295,0.0006658276446016214
sulfur,0.01,10,100,r2,0.5956215405865897,0.08170800471219841
sulfur,0.01,10,100,mse,0.0011156834664029756,0.0005578472439259517
sulfur,0.01,10,500,r2,0.8158696776844968,0.07013823437755534
sulfur,0.01,10,500,mse,0.0005223146399575297,0.0003360588712268711
sulfur,0.01,10,1000,r2,0.8353186734228398,0.0639474781393149
sulfur,0.01,10,1000,mse,0.00046651349041428134,0.0003022880878229908
sulfur,0.1,3,50,r2,0.7578600141138915,0.08063377675704632
sulfur,0.1,3,50,mse,0.0006729945830004972,0.00038000714281188013
sulfur,0.1,3,100,r2,0.7746655715824138,0.07613364558456245
sulfur,0.1,3,100,mse,0.0006197380556364101,0.00034686377967064433
sulfur,0.1,3,500,r2,0.8069007281455981,0.06681766517559874
sulfur,0.1,3,500,mse,0.0005285285300076727,0.00030622304021287036
sulfur,0.1,3,1000,r2,0.8141543144900648,0.06243829566314973
sulfur,0.1,3,1000,mse,0.0005082772490152931,0.00028879768800030666
sulfur,0.1,5,50,r2,0.7823567849907912,0.07859295864383817
sulfur,0.1,5,50,mse,0.000600077672828739,0.00035428295978640723
sulfur,0.1,5,100,r2,0.805392033295836,0.0713305908357472
sulfur,0.1,5,100,mse,0.0005314613302685935,0.0003160240307383008
sulfur,0.1,5,500,r2,0.8327833557275783,0.06238471771349135
sulfur,0.1,5,500,mse,0.0004606553226469268,0.000279429208743794
sulfur,0.1,5,1000,r2,0.8408056673146314,0.062161114642241125
sulfur,0.1,5,1000,mse,0.0004409569271137985,0.00027431555965521135
sulfur,0.1,10,50,r2,0.8109246262668428,0.07399535621972278
sulfur,0.1,10,50,mse,0.0005365673131478938,0.00034542362599381107
sulfur,0.1,10,100,r2,0.8306135929723227,0.06806402091104562
sulfur,0.1,10,100,mse,0.00048144804201318816,0.0003168748671344512
sulfur,0.1,10,500,r2,0.8565206244206338,0.06533484757384712
sulfur,0.1,10,500,mse,0.0004150937119567147,0.00029353472924179626
sulfur,0.1,10,1000,r2,0.8601685039149899,0.06582659897355665
sulfur,0.1,10,1000,mse,0.0004067103200686947,0.00029367728529158436
sulfur,0.3,3,50,r2,0.7824909695463651,0.08237088700441844
sulfur,0.3,3,50,mse,0.0005994040081692863,0.00036224447952617003
sulfur,0.3,3,100,r2,0.7978043137650486,0.0787086694168488
sulfur,0.3,3,100,mse,0.00055855490578854,0.0003482763400038349
sulfur,0.3,3,500,r2,0.8164055834226988,0.07392425858882382
sulfur,0.3,3,500,mse,0.0005068733469893671,0.0003212128621545543
sulfur,0.3,3,1000,r2,0.8215305274510076,0.07631092048832432
sulfur,0.3,3,1000,mse,0.0004952654720696791,0.00032537920948178185
sulfur,0.3,5,50,r2,0.8070175032177742,0.07221061638563069
sulfur,0.3,5,50,mse,0.0005331416606156315,0.00031797055201504744
sulfur,0.3,5,100,r2,0.8213923105428085,0.06544475593729168
sulfur,0.3,5,100,mse,0.0004936560289561109,0.0002919934087058118
sulfur,0.3,5,500,r2,0.8415342585641353,0.06505593886809434
sulfur,0.3,5,500,mse,0.00044491444163112834,0.0002805091733763257
sulfur,0.3,5,1000,r2,0.8439305653864058,0.06479022971565881
sulfur,0.3,5,1000,mse,0.00043907000156487633,0.00027784751332648924
sulfur,0.3,10,50,r2,0.8345988324785882,0.05840449843332856
sulfur,0.3,10,50,mse,0.000470662951554606,0.00029912204287499546
sulfur,0.3,10,100,r2,0.8452547171363198,0.05900572340596372
sulfur,0.3,10,100,mse,0.00044393566784555556,0.0002934602097939505
sulfur,0.3,10,500,r2,0.8551852971953438,0.06086542774245961
sulfur,0.3,10,500,mse,0.00042010296226546755,0.00029305636078097116
sulfur,0.3,10,1000,r2,0.8559351951281284,0.06099037735079198
sulfur,0.3,10,1000,mse,0.00041834204512449576,0.00029309870847608833
medical_charges,0.001,3,50,r2,0.08417229751224556,0.0003089140846094584
medical_charges,0.001,3,50,mse,0.2945261257863461,0.003997835119678666
medical_charges,0.001,3,100,r2,0.16070678330989094,0.0005657760736841358
medical_charges,0.001,3,100,mse,0.2699135982881028,0.0037127428501132374
medical_charges,0.001,3,500,r2,0.5730487399966708,0.001640412209288878
medical_charges,0.001,3,500,mse,0.13730995616616445,0.0022204665558028806
medical_charges,0.001,3,1000,r2,0.8059678995705998,0.001713410886969983
medical_charges,0.001,3,1000,mse,0.062404896393785755,0.001281437960909715
medical_charges,0.001,5,50,r2,0.08782771797834814,0.00023574503278035922
medical_charges,0.001,5,50,mse,0.293350371282863,0.003967504661838387
medical_charges,0.001,5,100,r2,0.16769636211920397,0.0004299425101181646
medical_charges,0.001,5,100,mse,0.2676655746509862,0.0036651826494743618
medical_charges,0.001,5,500,r2,0.5948543456790459,0.0012232946840530223
medical_charges,0.001,5,500,mse,0.1302961306682958,0.0020196967861509196
