dataset,k,weights,scaling,metric,mean,std
cpu,2,distance,1,r2,0.9707720069536208,0.00884919063214665
cpu,5,uniform,0,r2,0.9326268468037113,0.03163491431443148
cpu,5,uniform,1,r2,0.9722023150913282,0.010112120154842903
cpu,5,distance,0,r2,0.9353640700969168,0.03081146386419371
cpu,5,distance,1,r2,0.9732264186561016,0.010080839661776668
cpu,7,uniform,0,r2,0.9273451894485095,0.033903892335264765
cpu,7,uniform,1,r2,0.9709382793479419,0.011627907509043557
cpu,7,distance,0,r2,0.9308885703277128,0.03276576773278406
cpu,7,distance,1,r2,0.972646149936374,0.011170386835371252
cpu,10,uniform,0,r2,0.9218893525891353,0.032156861293995906
cpu,10,uniform,1,r2,0.9697334484610783,0.013127935170495096
cpu,10,distance,0,r2,0.926051169836315,0.030991106890000907
cpu,10,distance,1,r2,0.9716684406032032,0.012354704540897423
cpu,25,uniform,0,r2,0.9036821458813689,0.03454560198701561
cpu,25,uniform,1,r2,0.9673373375750105,0.013457226183305701
cpu,25,distance,0,r2,0.9092839274622888,0.03363991378824979
cpu,25,distance,1,r2,0.9691680767132699,0.012952074851648553
cpu,50,uniform,0,r2,0.8753070407074937,0.03883311607543251
cpu,50,uniform,1,r2,0.9590183166961065,0.01807909027373337
cpu,50,distance,0,r2,0.8850049916684648,0.03814310735946441
cpu,50,distance,1,r2,0.9617716058409089,0.016937111900073507
cpu,100,uniform,0,r2,0.8205177247700949,0.03883810492928798
cpu,100,uniform,1,r2,0.9449849009965583,0.03248361727197979
cpu,100,distance,0,r2,0.8405109599368386,0.037983560094335345
cpu,100,distance,1,r2,0.9499358697279829,0.027528210779307807
cpu,250,uniform,0,r2,0.6343660972441814,0.043290388359205165
cpu,250,uniform,1,r2,0.8245898502162042,0.056813336933280174
cpu,250,distance,0,r2,0.6983888811322134,0.039178346196693754
cpu,250,distance,1,r2,0.8837778864644712,0.053711382367480714
diamond,2,uniform,0,r2,0.9243475810765596,0.001759802147621625
diamond,2,uniform,1,r2,0.9227131414215348,0.0017528220755149125
diamond,2,distance,0,r2,0.9225471209799465,0.001914532264324797
diamond,2,distance,1,r2,0.9201389039257887,0.00207883128568197
diamond,3,uniform,0,r2,0.9317143262698074,0.0016211723146296304
diamond,3,uniform,1,r2,0.9304889814635222,0.0016358628890560463
diamond,3,distance,0,r2,0.929548807810509,0.0016714611556150158
diamond,3,distance,1,r2,0.9272761496411579,0.00197232559564055
diamond,5,uniform,0,r2,0.9369440140523855,0.002059336440259377
diamond,5,uniform,1,r2,0.9368553808373241,0.0017609367033218045
diamond,5,distance,0,r2,0.9347661590353354,0.001773115060874839
diamond,5,distance,1,r2,0.9331926587800631,0.0018851339718200402
diamond,7,uniform,0,r2,0.9389076444586824,0.0018905589944226862
diamond,7,uniform,1,r2,0.9393446725313529,0.0017785147858708913
diamond,7,distance,0,r2,0.9368972190191152,0.001722156961583033
diamond,7,distance,1,r2,0.935662431996537,0.0018821272968951158
diamond,10,uniform,0,r2,0.9402397641694635,0.0019112109894397686
diamond,10,uniform,1,r2,0.9405851089677373,0.0017226385636521548
diamond,10,distance,0,r2,0.9383950623366386,0.0017987582263859117
diamond,10,distance,1,r2,0.9372045673429172,0.001767836935712618
diamond,12,uniform,0,r2,0.9406505505309376,0.0017958977242822295
diamond,12,uniform,1,r2,0.94119583730701,0.0018228547173947374
diamond,12,distance,0,r2,0.9389708958274499,0.0017533393860614545
diamond,12,distance,1,r2,0.9379259598138339,0.0017532972080644485
diamond,15,uniform,0,r2,0.9409285342229369,0.0018436416207960836
diamond,15,uniform,1,r2,0.9415932436847338,0.0018300454936539944
diamond,15,distance,0,r2,0.9394530693318381,0.0017901251514519723
diamond,15,distance,1,r2,0.9385417129919313,0.0017017555895865735
diamond,20,uniform,0,r2,0.9413064139869641,0.0017434728450693218
diamond,20,uniform,1,r2,0.9418339980317096,0.001622428916555759
diamond,20,distance,0,r2,0.9399367709044263,0.0017246216275479396
diamond,20,distance,1,r2,0.9390662435005162,0.0015735207492471332
diamond,25,uniform,0,r2,0.9414295789422773,0.0017452415885006794
diamond,25,uniform,1,r2,0.9419544809401362,0.0016740982341227166
diamond,25,distance,0,r2,0.9401378765578542,0.0017077637331131684
diamond,25,distance,1,r2,0.9393588213937649,0.0015487401614492306
pol,2,uniform,0,r2,0.9298270754808513,0.00801976044102319
pol,2,uniform,1,r2,0.8843016624425836,0.05528711992750621
pol,2,distance,0,r2,0.931950395518407,0.007928304530536822
pol,2,distance,1,r2,0.8874577967852666,0.05422164702566613
pol,5,uniform,0,r2,0.9318412898260592,0.0059983803852474244
pol,5,uniform,1,r2,0.8865350385639819,0.05217492619127895
pol,5,distance,0,r2,0.9366703767094255,0.005847217678346791
pol,5,distance,1,r2,0.8938303190357605,0.049691523885921886
pol,7,uniform,0,r2,0.930084365077208,0.006102969552374869
pol,7,uniform,1,r2,0.8809791919407319,0.05541506913959745
pol,7,distance,0,r2,0.935693284954738,0.0059067021331935515
pol,7,distance,1,r2,0.8904634873626446,0.05168675695401286
pol,10,uniform,0,r2,0.9264364203133428,0.0068278003210306805
pol,10,uniform,1,r2,0.8738440532854617,0.059610110191960664
pol,10,distance,0,r2,0.9329664783990225,0.006544592534932005
pol,10,distance,1,r2,0.8851620576655342,0.054737606039159156
pol,25,uniform,0,r2,0.9090456779239784,0.008907621136836557
pol,25,uniform,1,r2,0.8405679298570352,0.07366672427148621
pol,25,distance,0,r2,0.9186904756663816,0.008255978764091305
pol,25,distance,1,r2,0.8588697007610913,0.06498239299532145
pol,50,uniform,0,r2,0.8847792216724489,0.01107596768813127
pol,50,uniform,1,r2,0.803197463257046,0.08804430355015556
pol,50,distance,0,r2,0.8989051177829361,0.009883133560159067
pol,50,distance,1,r2,0.8277643203855988,0.07693388678694922
pol,100,uniform,0,r2,0.8355561443820261,0.018034452316306484
pol,100,uniform,1,r2,0.7476286718868954,0.098874381154432
pol,100,distance,0,r2,0.8607625340140859,0.015131926603829145
pol,100,distance,1,r2,0.782245809873624,0.0874267632108438
pol,250,uniform,0,r2,0.6826478130767641,0.02978889363087963
pol,250,uniform,1,r2,0.6110989350725914,0.08787134472392899
pol,250,distance,0,r2,0.7461907551136056,0.024578057907184144
pol,250,distance,1,r2,0.6748634997452696,0.08375593764188165
